datetime;open;high;low;close
2024-11-16 11:00:00;5.5714;5.62;5.5308;5.6018
2024-11-16 10:00:00;5.5394;5.613;5.4867;5.5714
2024-11-16 09:00:00;5.4202;5.562;5.417;5.5394
2024-11-16 08:00:00;5.4111;5.4326;5.39;5.4202
2024-11-16 07:00:00;5.3866;5.42;5.381;5.4111
2024-11-16 06:00:00;5.4418;5.443;5.3751;5.3866
2024-11-16 05:00:00;5.4359;5.4825;5.424;5.4418
2024-11-16 04:00:00;5.4424;5.4459;5.4023;5.4359
2024-11-16 03:00:00;5.4408;5.4458;5.4013;5.4424
2024-11-16 02:00:00;5.3973;5.4472;5.3923;5.4408
2024-11-16 01:00:00;5.3762;5.4108;5.3762;5.3973
2024-11-16 00:00:00;5.3861;5.3976;5.3616;5.3762
2024-11-15 23:00:00;5.4133;5.4135;5.3811;5.3861
2024-11-15 22:00:00;5.3652;5.43;5.3466;5.4133
2024-11-15 21:00:00;5.3688;5.3895;5.34;5.3652
2024-11-15 20:00:00;5.3329;5.3854;5.3312;5.3688
2024-11-15 19:00:00;5.3126;5.3761;5.2964;5.3329
2024-11-15 18:00:00;5.3708;5.3764;5.3034;5.3126
2024-11-15 17:00:00;5.3478;5.3938;5.3406;5.3708
2024-11-15 16:00:00;5.3353;5.3976;5.3015;5.3478
2024-11-15 15:00:00;5.3875;5.3878;5.2968;5.3353
2024-11-15 14:00:00;5.3812;5.4029;5.3066;5.3875
2024-11-15 13:00:00;5.3391;5.3966;5.3232;5.377
2024-11-15 12:00:00;5.3393;5.3676;5.298;5.3391
2024-11-15 11:00:00;5.3267;5.341;5.2805;5.3393
2024-11-15 10:00:00;5.3094;5.3377;5.2977;5.3267
2024-11-15 09:00:00;5.2766;5.3142;5.2721;5.3094
2024-11-15 08:00:00;5.2472;5.2789;5.204;5.2766
2024-11-15 07:00:00;5.2791;5.2939;5.2442;5.2472
2024-11-15 06:00:00;5.2449;5.2931;5.2433;5.2791
2024-11-15 05:00:00;5.202;5.2449;5.1702;5.2449
2024-11-15 04:00:00;5.2882;5.2882;5.1524;5.202
2024-11-15 03:00:00;5.3066;5.3068;5.27;5.2882
2024-11-15 02:00:00;5.2706;5.3099;5.2317;5.3066
2024-11-15 01:00:00;5.2519;5.2829;5.2031;5.2706
2024-11-15 00:00:00;5.2405;5.3196;5.2276;5.2519
2024-11-14 23:00:00;5.3095;5.3238;5.1717;5.2405
2024-11-14 22:00:00;5.3892;5.4018;5.2966;5.3095
2024-11-14 21:00:00;5.3555;5.4444;5.3472;5.3892
2024-11-14 20:00:00;5.3586;5.3937;5.3219;5.3555
2024-11-14 19:00:00;5.3461;5.36;5.3333;5.3586
2024-11-14 18:00:00;5.3165;5.3577;5.3102;5.3461
2024-11-14 17:00:00;5.3352;5.3359;5.294;5.3165
2024-11-14 16:00:00;5.233;5.337;5.2088;5.3352
2024-11-14 15:00:00;5.2215;5.2667;5.187;5.233
2024-11-14 14:00:00;5.3082;5.3629;5.2011;5.2215
2024-11-14 13:00:00;5.3344;5.3687;5.2971;5.3082
2024-11-14 12:00:00;5.3369;5.352;5.305;5.3344
2024-11-14 11:00:00;5.3582;5.3731;5.2685;5.3369
2024-11-14 10:00:00;5.4581;5.465;5.352;5.3582
2024-11-14 09:00:00;5.4274;5.4664;5.4259;5.4581
2024-11-14 08:00:00;5.4287;5.4665;5.4021;5.4274
2024-11-14 07:00:00;5.381;5.4432;5.3432;5.4287
2024-11-14 06:00:00;5.4538;5.4886;5.381;5.381
2024-11-14 05:00:00;5.4075;5.4557;5.4063;5.4538
2024-11-14 04:00:00;5.3994;5.4166;5.3725;5.4075
2024-11-14 03:00:00;5.3771;5.417;5.3285;5.3994
2024-11-14 02:00:00;5.3655;5.4626;5.3378;5.3771
2024-11-14 01:00:00;5.2346;5.3684;5.2267;5.3655
2024-11-14 00:00:00;5.2629;5.2938;5.2346;5.2346
2024-11-13 23:00:00;5.2602;5.2845;5.2281;5.2629
2024-11-13 22:00:00;5.2052;5.265;5.19;5.2602
2024-11-13 21:00:00;5.2134;5.23;5.1286;5.2052
2024-11-13 20:00:00;5.193;5.261;5.1381;5.2134
2024-11-13 19:00:00;5.3496;5.3589;5.1708;5.193
2024-11-13 18:00:00;5.3438;5.3728;5.3161;5.3496
2024-11-13 17:00:00;5.364;5.3893;5.324;5.3438
2024-11-13 16:00:00;5.4113;5.4243;5.3351;5.364
2024-11-13 15:00:00;5.464;5.4646;5.3712;5.4113
2024-11-13 14:00:00;5.3845;5.4873;5.354;5.464
2024-11-13 13:00:00;5.2959;5.4026;5.26;5.3845
2024-11-13 12:00:00;5.2765;5.3188;5.2542;5.2959
2024-11-13 11:00:00;5.289;5.3229;5.2644;5.2765
2024-11-13 10:00:00;5.2243;5.289;5.184;5.289
2024-11-13 09:00:00;5.2374;5.2611;5.1895;5.2243
2024-11-13 08:00:00;5.2572;5.2901;5.2245;5.2374
2024-11-13 07:00:00;5.1853;5.2591;5.1725;5.2572
2024-11-13 06:00:00;5.219;5.2644;5.1515;5.1853
2024-11-13 05:00:00;5.2495;5.2805;5.197;5.219
2024-11-13 04:00:00;5.2911;5.3496;5.1535;5.2495
2024-11-13 03:00:00;5.4351;5.4504;5.2842;5.2911
2024-11-13 02:00:00;5.4844;5.5325;5.3454;5.4351
2024-11-13 01:00:00;5.4924;5.5448;5.4223;5.4844
2024-11-13 00:00:00;5.4716;5.5716;5.4645;5.4924
2024-11-12 23:00:00;5.5378;5.5518;5.4601;5.4716
2024-11-12 22:00:00;5.5493;5.5711;5.492;5.5378
2024-11-12 21:00:00;5.4624;5.5504;5.4077;5.5493
2024-11-12 20:00:00;5.4105;5.4834;5.3955;5.4624
2024-11-12 19:00:00;5.3882;5.4199;5.3747;5.4105
2024-11-12 18:00:00;5.2989;5.389;5.2976;5.3882
2024-11-12 17:00:00;5.2782;5.3474;5.2716;5.2989
2024-11-12 16:00:00;5.2901;5.3182;5.2045;5.2782
2024-11-12 15:00:00;5.3216;5.3514;5.2763;5.2901
2024-11-12 14:00:00;5.2592;5.3253;5.2151;5.3216
2024-11-12 13:00:00;5.229;5.2864;5.1388;5.2592
