datetime;open;high;low;close
2023-09-12 10:00:00;1.7022;1.7509;1.7011;1.731
2023-09-12 09:00:00;1.6883;1.7033;1.6846;1.7011
2023-09-12 08:00:00;1.6921;1.7038;1.6866;1.6883
2023-09-12 07:00:00;1.7023;1.7049;1.6809;1.6923
2023-09-12 06:00:00;1.6797;1.7044;1.6797;1.7015
2023-09-12 05:00:00;1.6933;1.6942;1.6753;1.6797
2023-09-12 04:00:00;1.6943;1.705;1.6915;1.6941
2023-09-12 03:00:00;1.6613;1.7114;1.6613;1.6951
2023-09-12 02:00:00;1.6554;1.6632;1.6495;1.662
2023-09-12 01:00:00;1.6613;1.6613;1.6514;1.6542
2023-09-12 00:00:00;1.6499;1.6637;1.6463;1.6603
2023-09-11 23:00:00;1.6351;1.6496;1.6351;1.6496
2023-09-11 22:00:00;1.6166;1.6377;1.6166;1.6357
2023-09-11 21:00:00;1.6268;1.6269;1.6129;1.6171
2023-09-11 20:00:00;1.6548;1.6559;1.6269;1.6269
2023-09-11 19:00:00;1.625;1.656;1.6168;1.6549
2023-09-11 18:00:00;1.6409;1.6556;1.6262;1.6262
2023-09-11 17:00:00;1.633;1.644;1.6044;1.6409
2023-09-11 16:00:00;1.6737;1.6843;1.6332;1.6351
2023-09-11 15:00:00;1.6812;1.6932;1.6737;1.6737
2023-09-11 14:00:00;1.6932;1.6932;1.6714;1.685
2023-09-11 13:00:00;1.6972;1.7012;1.6932;1.6947
2023-09-11 12:00:00;1.6964;1.7018;1.6952;1.6972
2023-09-11 11:00:00;1.686;1.6977;1.6821;1.6965
2023-09-11 10:00:00;1.6961;1.6961;1.6789;1.6861
2023-09-11 09:00:00;1.7192;1.7192;1.6874;1.6949
2023-09-11 08:00:00;1.6997;1.81;1.6896;1.72
2023-09-11 07:00:00;1.7018;1.705;1.688;1.6999
2023-09-11 06:00:00;1.7099;1.7157;1.702;1.702
2023-09-11 05:00:00;1.7007;1.7134;1.7006;1.7085
