datetime;open;high;low;close
2024-03-30 00:00:00;69903.74000;70007.31000;69778.64000;69996.95000
2024-03-29 23:00:00;69851.52000;69970.64000;69790.00000;69903.75000
2024-03-29 22:00:00;69459.91000;69899.99000;69458.88000;69851.46000
2024-03-29 21:00:00;69664.71000;69679.38000;69328.26000;69459.91000
2024-03-29 20:00:00;69707.30000;69750.00000;69556.09000;69664.72000
2024-03-29 19:00:00;69543.95000;69711.76000;69393.00000;69707.32000
2024-03-29 18:00:00;69440.16000;69639.75000;69349.02000;69544.04000
2024-03-29 17:00:00;69197.88000;69493.90000;69113.00000;69440.17000
2024-03-29 16:00:00;69201.64000;69599.98000;69100.00000;69197.88000
2024-03-29 15:00:00;70087.89000;70159.57000;69036.95000;69195.68000
2024-03-29 14:00:00;70446.17000;70528.05000;70055.03000;70087.89000
2024-03-29 13:00:00;70147.28000;70643.76000;70050.00000;70446.70000
2024-03-29 12:00:00;70160.00000;70319.65000;69862.68000;70146.94000
2024-03-29 11:00:00;70118.92000;70339.12000;70077.98000;70160.01000
2024-03-29 10:00:00;69755.05000;70149.08000;69586.31000;70126.65000
2024-03-29 09:00:00;69950.14000;70065.52000;69575.70000;69754.54000
2024-03-29 08:00:00;69800.50000;70092.29000;69714.63000;69950.13000
2024-03-29 07:00:00;70442.77000;70511.00000;69777.00000;69802.14000
2024-03-29 06:00:00;70200.00000;70493.45000;70046.00000;70445.33000
2024-03-29 05:00:00;70370.81000;70465.89000;70200.00000;70200.00000
2024-03-29 04:00:00;70463.44000;70551.72000;70303.11000;70370.95000
2024-03-29 03:00:00;70648.11000;70770.30000;70309.01000;70458.45000
2024-03-29 02:00:00;70804.39000;70844.81000;70610.47000;70648.11000
2024-03-29 01:00:00;70757.26000;70941.70000;70658.59000;70804.20000
2024-03-29 00:00:00;70804.06000;70845.57000;70618.19000;70757.26000
2024-03-28 23:00:00;70870.61000;71082.06000;70700.00000;70801.18000
2024-03-28 22:00:00;70815.40000;70916.30000;70581.02000;70870.61000
2024-03-28 21:00:00;70713.83000;70941.88000;70684.01000;70815.40000
2024-03-28 20:00:00;70851.94000;70921.91000;70634.93000;70713.82000
2024-03-28 19:00:00;70541.42000;70931.84000;70481.48000;70840.97000
2024-03-28 18:00:00;70800.38000;71010.00000;70383.44000;70541.42000
2024-03-28 17:00:00;70698.02000;70843.70000;70472.29000;70794.58000
2024-03-28 16:00:00;71319.76000;71350.00000;70532.44000;70700.28000
2024-03-28 15:00:00;71588.17000;71630.00000;71004.23000;71319.75000
2024-03-28 14:00:00;70847.33000;71635.99000;70675.29000;71578.77000
2024-03-28 13:00:00;70791.04000;71335.85000;70367.69000;70850.00000
2024-03-28 12:00:00;70614.48000;70814.97000;70284.76000;70792.50000
2024-03-28 11:00:00;70766.29000;70920.99000;70479.89000;70608.22000
2024-03-28 10:00:00;70544.83000;70812.98000;70300.12000;70766.29000
2024-03-28 09:00:00;70556.58000;70905.33000;70496.78000;70544.27000
2024-03-28 08:00:00;70386.48000;70838.34000;70277.17000;70556.81000
2024-03-28 07:00:00;70342.43000;70449.14000;70165.93000;70385.63000
