datetime;open;high;low;close
2021-05-23 00:00:00;37493.37891;38275.00000;36799.62109;38205.57812
2021-05-22 23:00:00;37658.14062;37876.87109;37460.48828;37476.14844
2021-05-22 22:00:00;38212.42969;38353.16016;37425.10938;37627.14062
2021-05-22 21:00:00;38064.80078;38380.51172;37891.62109;38207.37891
2021-05-22 20:00:00;37328.19141;38217.14844;37328.19141;38085.32812
2021-05-22 19:00:00;37693.19922;37987.73047;37288.01172;37359.21875
2021-05-22 18:00:00;38040.73047;38131.44141;37379.62891;37665.96875
2021-05-22 17:00:00;38203.80859;38571.26172;37851.30078;38026.46094
2021-05-22 16:00:00;38218.33984;38479.00000;37635.48047;38193.23047
2021-05-22 15:00:00;37855.05078;38607.71094;37140.30078;38180.48828
2021-05-22 14:00:00;38364.96094;38544.96875;37501.76172;37841.44141
2021-05-22 13:00:00;38209.00000;38829.96094;38082.48828;38332.35938
2021-05-22 12:00:00;38217.98828;38736.53125;37770.57031;38221.64062
2021-05-22 11:00:00;38372.46875;38458.80859;37843.05078;38193.39844
2021-05-22 10:00:00;37290.57812;38619.35156;36908.69141;38372.44922
2021-05-22 09:00:00;36842.35156;37406.23047;36540.28906;37217.51953
2021-05-22 08:00:00;36328.26953;37103.01172;36328.26953;36844.19141
2021-05-22 07:00:00;36466.51953;36466.51953;35696.01172;36291.73047
2021-05-22 06:00:00;36414.57812;36527.60938;35617.05859;36451.92969
2021-05-22 05:00:00;36352.30078;36645.73828;35429.00000;36455.78906
2021-05-22 04:00:00;36979.26172;37225.48828;35942.00000;36376.48047
2021-05-22 03:00:00;37428.57812;37725.00000;36599.83984;36971.89844
2021-05-22 02:00:00;37671.83984;38106.16016;37250.00000;37431.32812
2021-05-22 01:00:00;37693.35156;38000.00000;37254.51953;37676.17969
2021-05-22 00:00:00;37333.10156;37775.00000;36984.67188;37709.87891
2021-05-21 23:00:00;36682.32812;37449.98828;36398.75000;37342.60938
2021-05-21 22:00:00;36659.96875;37212.35156;36081.69141;36708.60938
2021-05-21 21:00:00;35213.01172;36664.66016;33537.94922;36664.66016
