date,DayAvgPrice,IntradayStd,Volume,day_of_week,day_of_year,Log_Profit,DayAvgPrice_diff,real_time,imag_time,c_week_real,c_week_imag,c_month_real,c_month_imag,c_quarter_real,c_quarter_imag,c_year_real,c_year_imag,Target,POLY_1,POLY_2,POLY_3,lambda_C3,lambda_C2,lambda_C1,lambda_T5,lambda_T4,lambda_T3,lambda_T2,lambda_T1,lambda_T_sum,pred,signal,cum_return,return,delta_DAP,delta_Target
2022-12-10,64.07722222222223,0.0,0.0,5,0.9397260273972603,0.49116463444457775,0.0,96.37,0.5,-0.9009688679024562,0.43388373911748107,-0.33792211439047226,0.9411740777379457,-0.9438061950395416,0.3304994193716273,0.7669651144255436,0.6416887978250928,64.07722222222223,0.007813717534043233,0.019859376681045093,0.006118593017412474,5.673776223261549e-05,0.027745281927327805,0.9825056025368268,0.8164023092312104,0.867173496305754,0.08574681001285903,0.3397349123435666,0.5745182776435742,17.942624261864683,63.266228,sell,-0.061872777722222216,0.0,-0.8109945000542638,-0.8109945000542638
2022-12-11,64.07722222222223,0.0,0.0,6,0.9424657534246575,0.49116463444457775,0.0,96.38,0.1,-0.9009688679027921,-0.4338837391167837,-0.5236420633810059,0.8519383718662299,-0.964296843398471,0.26482371081862116,0.755813577516358,0.654786863064558,64.07722222222223,0.007813717534043233,0.019859376681045093,0.006118593017412474,5.634292430724003e-05,0.029216592681579646,0.9488661270137989,0.7547923810174867,1.0804831199644367,0.09247389344675948,0.3339199892837338,0.5736061172695068,16.624916135100193,63.28855,sell,-0.061872777722222216,0.0,-0.7886708916558263,-0.7886708916558263
2022-12-12,64.30444444444444,0.19709956069523557,0.02873309801509565,0,0.9452054794520548,0.4816975598826338,0.22722222222220978,96.39,3.0,-0.22252093395630038,-0.9749279121818268,-0.6871308353549228,0.7265336985332792,-0.9802233153375074,0.1978945478499736,0.7444383832097511,0.6676911663366918,64.30444444444444,0.04915949133714694,0.02164309674945368,0.03484659626798902,6.0268889958203106e-05,0.029283693422576487,0.9353474769373715,1.100837578967593,1.3523177925551642,0.11446177255312438,0.3131444599781411,0.5723937674687345,15.627528714725148,63.59733,sell,-0.061872777722222216,0.0,-0.707116258409286,-0.707116258409286
2022-12-13,64.66138883333333,0.5444743982204956,0.03944666622021652,1,0.947945205479452,0.47636010696745024,0.35694438888889124,96.4,4.0,0.623489801859428,-0.7818314824674759,-0.8214475291056156,0.5702841019406721,-0.9915102282312965,0.1300287172616966,0.7328428976086717,0.6803978890506097,64.66138883333333,0.1220228626614441,0.03297226383783493,0.045615305176881095,6.549110848502209e-05,0.033231015520953706,0.9687094938772061,1.0961911621217006,1.9842038471476866,0.15499011259965245,0.27303814750327926,0.5719717398970683,15.840631154170104,63.94923,sell,-0.061872777722222216,0.0,-0.7121586392415367,-0.7121586392415367
2022-12-14,64.43249994444444,0.22032938524075457,0.03714087040874245,2,0.9506849315068493,0.5006485359101086,-0.22888888888888914,96.41,4.5,1.0,-5.67270505011294e-14,-0.9208897413997956,0.38982314475235763,-0.9981041592546548,0.06154743925265052,0.7210305520038812,0.6929032710826081,64.43249994444444,0.05404566057758652,0.022119271650203436,0.04326577561835897,7.33017555473429e-05,0.03140617960349804,0.8583402751159779,0.8779232017660907,2.9050355405837265,0.21208814393204875,0.2467686463534743,0.541143209714477,14.204539564085458,63.77456,sell,-0.061872777722222216,0.0,-0.6579409234483506,-0.6579409234483506
2022-12-15,63.73777763888889,0.8042674494757914,0.061632307343216355,3,0.9534246575342465,0.5201578057817167,-0.6947223055555511,96.42,5.0,0.6234898018595167,0.7818314824674052,-0.9812356619995241,0.1928122807819971,-0.9999738982416708,-0.007225152964228514,0.7090048418585065,0.7052036118889311,63.73777763888889,0.1763599164385929,0.04777097371008084,0.06756805942175806,7.751331311084492e-05,0.04677152051099319,0.7881509202280035,0.6167750545508801,2.558733696882491,0.21856998449089665,0.28844496748683085,0.49298504802227244,12.665338989046655,63.079742,sell,-0.061872777722222216,0.0,-0.6580352072482683,-0.6580352072482683
2022-12-16,62.30722211944445,0.3194693833609158,0.08334374689137412,4,0.9561643835616439,0.5518753420520808,-1.4305555194444466,96.43,7.0,-0.22252093395618977,0.974927912181852,-0.9999233102371935,-0.012384411342222495,-0.9971105954085167,-0.07596354733734688,0.696769325773615,0.7172952716008812,62.30722211944445,0.07454757768377834,0.023518767939457952,0.08894733344712745,0.00018559497062548455,0.047777304702795405,0.7934876612136766,0.9772827908894319,1.9081844818432168,0.2053725887293676,0.36876225189471434,0.4258651593759181,11.939733115110723,61.769455,sell,-0.061872777722222216,0.0,-0.5377671633897592,-0.5377671633897592
2022-12-17,62.30722211944445,0.0,0.0,5,0.9589041095890412,0.49116463444457775,0.0,96.44,0.5,-0.9009688679019536,0.4338837391185248,-0.9761593036765143,-0.21705532438938863,-0.9895278032410055,-0.14434239367916077,0.6843276244352863,0.7291746721017933,62.30722211944445,0.007580342035343057,0.019091587415685,0.005755648007107175,0.00018593796037178403,0.047725086761155944,0.7997167188365575,1.7488678830723012,1.8315779145953766,0.15873341039974764,0.3363793860549719,0.5048872035452804,13.12629510495723,61.728676,sell,-0.061872777722222216,0.0,-0.5785462771592904,-0.5785462771592904
2022-12-18,62.30722211944445,0.0,0.0,6,0.9616438356164384,0.49116463444457775,0.0,96.45,0.1,-0.9009688679025055,-0.4338837391173789,-0.9109525410928341,-0.4125111730323294,-0.9772614123483628,-0.2120380436027533,0.6716834195431142,0.7408382980859378,62.30722211944445,0.007580342035343057,0.019091587415685,0.005755648007107175,0.00018627478046047386,0.047672608411868996,0.8059345317855529,1.4188652447457917,1.8825701679456832,0.1493034624488616,0.3233571812914455,0.527339356259693,13.220795213723196,61.62014,sell,-0.061872777722222216,0.0,-0.6870820437608529,-0.6870820437608529
2022-12-19,62.51055544444445,0.2469350494906295,0.02397126833235916,0,0.9643835616438357,0.4824509856459784,0.20333332500000267,96.46,3.0,-0.22252093395742975,-0.974927912181569,-0.8070713697657692,-0.5904538966798382,-0.960369481587113,-0.27873008240249186,0.6588404527207734,0.7522826980987177,62.51055544444445,0.05936989288565237,0.02182484121344115,0.029724357934764876,0.00018976561196579707,0.04773824218528248,0.6582692480826545,0.7060916439785091,1.6340016585168418,0.19946279588452612,0.3515277047431649,0.4490094993723089,9.572385922426413,61.865543,sell,-0.061872777722222216,0.0,-0.6450120789659337,-0.6450120789659337
