date,open,high,low,close,Volume,DayAvgPrice,IntradayStd,day_of_week,day_of_year,Log_Profit,DayAvgPrice_diff,DayAvgPrice_2diff,POLY_1,POLY_2,POLY_3,real_time,imag_time,c_week_real,c_week_imag,c_month_real,c_month_imag,c_quarter_real,c_quarter_imag,c_year_real,c_year_imag,parkinson_vol,parkinson_vol_ma5,parkinson_vol_ma20,parkinson_vol_diff1,parkinson_vol_lag1,DayAvgPrice_roll5,DayAvgPrice_roll10,DayAvgPrice_roll20,DayAvgPrice_ema5,DayAvgPrice_ema20,IntradayStd_roll5,IntradayStd_roll10,IntradayStd_roll20,IntradayStd_ema5,IntradayStd_ema20,log_ret_1,DAP_1,DAP_2,log_ret_2,DAP_3,log_ret_3,DAP_4,log_ret_4,DAP_5,log_ret_5,DAP_6,log_ret_6,DAP_7,log_ret_7,DAP_10,log_ret_10,mean_w,std_w,z_w,q10_w,q90_w,slope_w,vol_w,vol_z,dow_sin,dow_cos,moy_sin,moy_cos,rsi14,macd,macd_signal,macd_hist,bb_low,bb_mid,bb_up,atr14,phi_hilbert,dphi_hilbert,stft_energy_low,stft_energy_mid,stft_energy_high,ret,ret_overnight,ret_intraday,gk_sigma,rs_sigma,yz_sigma,adx,di_plus,di_minus,chop,kalm_slope,rv20,vol_of_vol,bb_pct_b,bb_bandwidth,corr_ret_dlogvol,lambda_C3,lambda_C2,lambda_C1,lambda_T3,lambda_T2,lambda_T1,Target,Target_smooth,days_since_prev
2022-03-23,24.5,25.02,23.815,24.01,2801649,24.327222199999998,0.2957495440296159,2,82,-0.0033855713527971396,0.08222228333333348,0.3304168111111139,34.507217798199115,33.07400147937257,28.608303739968175,0.9536979166666666,4.5,-0.9009688679024186,0.43388373911755934,0.01032042339949091,0.9999467430122743,-0.864444167260254,0.5027288351484586,0.7938439653781019,0.6081214998935418,0.035833,0.035265,0.028623,0.000535,0.035298,24.437222202222223,24.212694435,24.681416653888892,24.32860943060035,25.359565080728107,0.2305731322764928,0.2948717122466734,0.3287870121391331,0.24571404019937015,0.29326855133523916,0.0033855713527968234,24.244999916666664,24.493194444444445,-0.00679932271253314,24.531527783333335,-0.008363160097396793,24.589166666666667,-0.010709988066058163,24.371388944444444,-0.0018138815673043318,23.444166666666668,0.03697427074455506,24.54611111111111,-0.008957456340472625,24.202777805555556,0.005128566544136071,27.698774509220353,4.030287145714731,-0.8365538698573027,23.504208318333333,32.11011111111111,-0.3379106532144669,0.03634844209657203,0.19045293570067465,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,39.31777173540281,-1.7310316539131776,-2.0736803284713465,0.34264867455816894,20.464926733186697,24.68141665388889,28.89790657459108,1.3819810124705667,-0.34952719968638235,0.003057701630628906,0.0,0.0,0.0,-0.006848631106196157,0.013354076211323295,-0.020202707317519355,0.036116631021247445,0.05449164378087937,0.045343926239169136,55.15741758361729,18.838419761272966,24.025814681237705,57.89296592516157,-0.09916543865767753,0.04576843759532646,0.004629494065048074,0.4276036202452002,0.34620100961349026,-0.18595901871846174,0.0003305924315284879,0.0019700869586751126,0.9976993206097964,0.04315095806783356,0.36492943709887943,0.5919196048332869,25.66861111111111,25.66861111111111,1.0
2022-03-24,24.89,26.33,24.79,25.71,3962871,25.66861111111111,0.3217399395944117,3,83,-0.05367290941889376,1.341388911111114,1.2591666277777804,37.240413909574706,36.02026998413268,40.287587596373456,0.9537479166666666,5.0,-0.9009688679024197,-0.4338837391175569,-0.19483725804885652,0.9808355840180368,-0.8969646599591122,0.4421022492415461,0.7832658619336791,0.6216868902665479,0.036619,0.035636,0.029578,0.000786,0.035833,24.65311109111111,24.415124995555555,24.396187488611112,24.775276657437274,25.38899803600268,0.24759761350246104,0.2816652249066634,0.3371589579882077,0.271056006664384,0.29598011212182707,0.05367290941889369,24.327222199999998,24.244999916666664,0.05705848077169051,24.493194444444445,0.04687358670636055,24.531527783333335,0.045309749321496895,24.589166666666667,0.042962921352835526,24.371388944444444,0.05185902785158936,23.444166666666668,0.09064718016344875,23.644305505555558,0.08214658395267804,27.518374182341265,3.9779805008706433,-0.4650005374235252,23.504208318333333,32.11011111111111,-0.3265475373597107,0.03783510223888985,0.7022748916140028,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,47.98832227479262,-1.523342264358675,-1.9636127156488121,0.4402704512901372,21.447917284156397,24.396187488611112,27.344457693065827,1.4263236401512405,-0.34071193460915644,0.008815265077225909,0.0,0.0,0.0,0.0684096110446362,0.035995706146338693,0.032413904898297416,0.03693080418903501,0.05685782785988057,0.04686571952484124,51.498936371332526,24.691654440387982,15.743654252063955,50.17711486052353,-0.029242990017454562,0.04930653660171255,0.0043669500057536,0.7314069177418816,0.2419212748137946,-0.1382101277162088,0.00033108289115963405,0.0019460745166687582,0.9977228425921716,0.043799856594223634,0.36941335407466724,0.5867867893311091,25.73486113888889,25.690694453703706,1.0
2022-03-25,26.915,27.025,25.225,25.41,3796605,25.73486113888889,0.42882813626487787,4,84,-0.0025776493905907,0.06625002777777667,-1.2751388833333372,47.9557675134149,44.12421818412976,38.628333077837894,0.9537979166666666,7.0,-0.22252093395631578,-0.9749279121818233,-0.3917231411144027,0.9200831379367116,-0.925239670596626,0.37938312028113075,0.7724559775191742,0.6350683134867438,0.03739,0.036074,0.030618,0.000771,0.036619,24.89377776222222,24.595124998333333,24.27047221638889,25.09513815125448,25.421937379134697,0.2703390652432708,0.2748099407306027,0.3447241880817158,0.32364671653121535,0.3086323048973557,0.002577649390590686,25.66861111111111,24.327222199999998,0.056250558809484374,24.244999916666664,0.0596361301622812,24.493194444444445,0.049451236096951234,24.531527783333335,0.04788739871208758,24.589166666666667,0.04554057074342621,24.371388944444444,0.05443667724218004,23.93486111111111,0.07251051720765167,27.329636438060223,3.903000602215408,-0.40860237066259014,23.504208318333333,32.0070416525,-0.3112258820845784,0.03774674469100689,0.5844682688653363,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,48.38061837250663,-1.3379777288524046,-1.8384857182895307,0.500507989437126,21.817229520014862,24.27047221638889,26.723714912762915,1.4530148087118657,-0.3002309640717833,0.04048097053737315,0.0,0.0,0.0,-0.01173722394572542,0.045803730735122526,-0.05754095468084782,0.03728489466555945,0.051793754674783,0.044116503697689005,48.85852345649081,28.94933605646093,9.633145129041115,58.71448952333714,0.027794827513914787,0.0439606229762601,0.0034424932727933205,0.7515155834593414,0.19745833096520854,-0.03788370377751655,0.0003593153594422053,0.0020553290338014545,0.9975853556067563,0.05130241514856951,0.37264490683824564,0.5760526780131848,26.01777775,25.799722219135806,1.0
2022-03-28,25.79,26.43,25.57,26.34,2415723,26.01777775,0.21070101754305437,0,87,-0.010933526697302744,0.2829166111111121,0.21666658333333544,26.170864221819485,30.45726962936785,24.834154759048392,0.9539458333333334,3.0,0.6234898018587325,-0.7818314824680307,-0.5719784532222983,0.820268644438776,-0.9491353688717762,0.3148683082760748,0.7614175109532997,0.6482618097757122,0.036679,0.036364,0.031555,-0.000711,0.03739,25.198694423333333,24.74229166222222,24.220791665,25.402684684169657,25.478684081121866,0.28153678498623513,0.2697667970469778,0.339301414463678,0.2859981502018284,0.2993055156255175,0.010933526697302742,25.73486113888889,25.66861111111111,0.013511176087893428,24.327222199999998,0.06718408550678712,24.244999916666664,0.07056965685958394,24.493194444444445,0.06038476279425398,24.531527783333335,0.05882092540939032,24.589166666666667,0.056474097440728954,24.54611111111111,0.05822662916631449,27.15385620987395,3.8202567437068846,-0.2973827508970519,23.504208318333333,31.993750033214287,-0.2934346689230818,0.037865190127132076,-0.09715445733071679,0.0,1.0,0.8660254037844386,0.5000000000000001,50.1111274450605,-1.1549326482519895,-1.7017751042820224,0.5468424560300329,21.958797477380195,24.220791665,26.482785852619806,1.4106566080895895,-0.29450807085733793,0.005722893214445357,0.0,0.0,0.0,0.03594589898306221,0.014844022561180592,0.02110187642188166,0.036281911041457365,0.050843754483831674,0.04317230511688734,46.27034439396265,24.513815551439706,9.877178209881228,64.91689461894717,0.07926717638451006,0.04422290973372846,0.0021117404762548086,0.9960972804880301,0.1813603537074714,-0.025661507216771906,0.0003837888798258768,0.0022064465932060996,0.9974097645269681,0.0662179372910431,0.3742698547340944,0.5595122079748625,26.711944472222225,26.103796303497948,3.0
2022-03-29,26.71,27.71,25.66,27.040001,4744336,26.711944472222225,0.568963080524587,1,88,-0.02633075990164948,0.6941667222222243,0.4112501111111122,62.06466799273204,59.08384317222499,48.15688797748708,0.9539958333333334,4.0,1.0,-1.4695761589768238e-15,-0.727950471201849,0.6856297189277942,-0.9685386524931358,0.24886317250003226,0.7501537286959042,0.6612634749656386,0.03648,0.0366,0.03236,-0.000199,0.036679,25.69208333444444,25.069069442777778,24.254770834166667,25.839104613520515,25.596137451702855,0.3651963435913093,0.3003948461435897,0.3424507458897857,0.3803197936427479,0.3249871884730479,0.026330759901649792,26.01777775,25.73486113888889,0.037264286598952534,25.66861111111111,0.03984193598954322,24.327222199999998,0.09351484540843691,24.244999916666664,0.09690041676123373,24.493194444444445,0.08671552269590377,24.531527783333335,0.08515168531104012,23.444166666666668,0.13048911615299197,27.0059844786648,3.733699438770209,-0.0787529931602293,23.504208318333333,31.993750033214287,-0.27179591035010686,0.03826809675857486,0.9653141531457567,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,54.17082043419249,-0.9429845115558528,-1.5500169857367885,0.6070324741809356,21.867971497115235,24.254770834166667,26.6415701712181,1.4563239932260472,-0.2579880637996103,0.03652000705772762,0.0,0.0,0.0,0.026228591841876196,0.013949330806734632,0.012279261035141754,0.03731424499050062,0.051852795350481984,0.043828581667575195,44.750013995095244,25.65671786880428,9.844430618720981,58.60082221892726,0.13644713649670978,0.04068123374252468,0.0021376806382954337,1.05309838143312,0.20705728396938985,-0.02805443687255772,0.00045876234800863394,0.002377810663319836,0.9971634269886714,0.081368096552641,0.37963008463652637,0.5390018188108326,26.41069438888889,26.20609566529493,1.0
2022-03-30,27.125,27.215,25.855,26.325,2884393,26.41069438888889,0.2839169401511927,2,89,0.011341805267928906,-0.30125008333333625,-0.9954168055555606,33.53082763751992,34.47157727937048,29.541454778103287,0.9540458333333334,4.5,0.6234898018587347,0.7818314824680289,-0.8530174169649933,0.5218824449570714,-0.9833576825107181,0.18168012617551135,0.7386679638813748,0.6740694616546162,0.036514,0.036736,0.033136,3.4e-05,0.03648,26.10877777222222,25.27299998722222,24.37858332861111,26.029634538643307,25.67371430286343,0.3628298228156247,0.29670147754605875,0.3408878324513653,0.3481855091455629,0.3210757362519189,-0.01134180526792905,26.711944472222225,26.01777775,0.014988954633720741,25.73486113888889,0.025922481331023484,25.66861111111111,0.02850013072161417,24.327222199999998,0.08217304014050786,24.244999916666664,0.08555861149330468,24.493194444444445,0.07537371742797472,24.371388944444444,0.08035915857320353,26.85881535938375,3.652397854966188,-0.12269226633206384,23.504208318333333,31.993750033214287,-0.2518278145757612,0.03827283955363507,0.0425514459988878,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,52.18613049934405,-0.7902133625406762,-1.398056261097566,0.6078428985568898,21.82034713487993,24.37858332861111,26.93681952234229,1.449443707995615,-0.25856640513813184,-0.0005783413385215264,0.0,0.0,0.0,-0.026798230136971968,0.0031385237036123813,-0.029936753840584453,0.03740658656086152,0.051216059577921795,0.043423996271957865,43.79357681410643,26.28004069884888,8.908044559747356,58.13779600090412,0.1687091995144893,0.039256352617978864,0.002526395371336559,0.863890057625705,0.218659918977884,0.1050372020696127,0.0004788626525580714,0.002467321539784135,0.9970538158076578,0.09978725992620499,0.3819437773729601,0.5182689627008349,25.918472194444444,26.110221175011436,1.0
2022-03-31,26.44,26.54,25.195,25.23,2859267,25.918472194444444,0.35002614511203256,3,90,0.018813091982194597,-0.4922221944444445,-0.19097211111110823,40.0936332888591,38.17030242064341,29.26443720089419,0.9540958333333334,5.0,-0.22252093395630598,0.9749279121818255,-0.9418695845034194,0.3359786984130931,-0.9935223180049144,0.11363715777043079,0.726963615332308,0.6866759803451553,0.036101,0.036633,0.033824,-0.000413,0.036514,26.15874998888889,25.40593054,24.471680549444443,25.992580423910354,25.6970245782521,0.36848706391914887,0.308042338710805,0.3414721343526196,0.34879905446771947,0.32383291804812014,-0.018813091982194496,26.41069438888889,26.711944472222225,-0.030154897250123547,26.01777775,-0.003824137348473755,25.73486113888889,0.007109389348828987,25.66861111111111,0.009687038739419673,24.327222199999998,0.06335994815831336,24.244999916666664,0.06674551951111019,24.589166666666667,0.0526499600922552,26.68141747949346,3.542445807342185,-0.21537246476779984,23.504208318333333,31.925125009166667,-0.23000475844346951,0.03814043624378603,-0.004274512369247331,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,49.02553925024825,-0.7007811745495296,-1.2586012437879588,0.5578200692384292,21.832852847401917,24.471680549444446,27.110508251486976,1.4419834431387852,-0.25358324803085597,0.004983157107275871,0.0,0.0,0.0,-0.04248529536707282,0.004358956963446347,-0.046844252330519164,0.03645984582708185,0.05014480606794181,0.04264775940419651,41.64131519984028,26.84814403637496,12.169739539055698,58.14526576831624,0.17536729905635315,0.040331517556571335,0.002751620855547154,0.6422577613329247,0.21647435034711868,0.06570355671595661,0.0005149770218437111,0.0028623145233238113,0.9966227084548324,0.12521574210812908,0.3811127208673371,0.4936715370245339,25.381666666666668,25.86736967222985,1.0
2022-04-01,25.4,25.64,25.1,25.1,1793965,25.381666666666668,0.13209304080295622,4,91,0.02092879799574632,-0.5368055277777763,-0.044583333333331865,18.247326178963576,27.126523809523814,18.583879002777778,0.9541458333333334,7.0,-0.9009688679024185,0.43388373911755956,-0.9907347629827479,0.13581100624587952,-0.9989844480750648,0.045056325906115025,0.7150441465537444,0.6990793005655562,0.03496,0.036147,0.034377,-0.001141,0.036101,26.088111094444447,25.490944428333332,24.628006938333336,25.788942504829127,25.66699049143444,0.3091400448267645,0.2897395550350177,0.33345189485334653,0.2765637165794651,0.30557197735810454,-0.02092879799574643,25.918472194444444,26.41069438888889,-0.039741889977940925,26.711944472222225,-0.051083695245869976,26.01777775,-0.024752935344220184,25.73486113888889,-0.013819408646917442,25.66861111111111,-0.011241759256326755,24.327222199999998,0.04243115016256693,24.531527783333335,0.03406799006517014,26.486392969689543,3.420482741701307,-0.32297379818102057,23.504208318333333,31.71320837972222,-0.2086953993639368,0.0381948914359025,-0.5500913718943418,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,45.76991822674861,-0.6655492041279203,-1.1399908358559512,0.4744416317280309,22.16860387219582,24.628006938333336,27.08741000447085,1.3974469253749038,-0.280644002792191,-0.027060754761335015,0.0,0.0,0.0,-0.005165916515228092,0.006715411371524455,-0.011881327886752563,0.03535080447040845,0.049038332357962504,0.04133695526329151,39.32155008667902,25.255877167098117,13.139699556749123,57.33960874760048,0.16068375684838904,0.03752586465821176,0.0032862000098512166,0.598133152427722,0.19466516177266766,0.06602386884693429,0.0005924323001493018,0.0029630466721462492,0.9964445210277045,0.15793927421450799,0.37601776937327114,0.466042956412221,25.150833333333335,25.628524225931013,1.0
2022-04-04,25.38,25.5,24.625,25.18,1206065,25.150833333333335,0.1961358858401128,0,94,0.009136098112556222,-0.230833333333333,0.30597219444444335,24.62864923502372,28.99776190476191,12.693214417361112,0.9542958333333333,3.0,-0.9009688679024198,-0.4338837391175567,-0.9975383856164799,-0.07012253005751448,-0.9997182195563071,-0.023737764999412485,0.7029130847082615,0.7112757519738152,0.031805,0.035172,0.034554,-0.003155,0.03496,25.91472221111111,25.556708317222224,24.811666660555556,25.576239447663866,25.61783266685338,0.3062270184861762,0.29388190173620565,0.30466606003271723,0.2497544396663477,0.29514949245162914,-0.009136098112556557,25.381666666666668,25.918472194444444,-0.030064896108302985,26.41069438888889,-0.04887798809049748,26.711944472222225,-0.06021979335842653,26.01777775,-0.03388903345677674,25.73486113888889,-0.022955506759473998,25.66861111111111,-0.020377857368883312,24.493194444444445,0.026495729337477236,26.250032676388887,3.2149046374081975,-0.3419072932750507,23.504208318333333,31.641277836111108,-0.18045258763576383,0.03743694564746211,-0.8426433068570252,0.0,1.0,1.0,6.123233995736766e-17,44.40438109711611,-0.6487752572643259,-1.0417477201376262,0.39297246287330023,22.81580955496658,24.811666660555552,26.807523766144524,1.3601292878481248,-0.27747768010095214,0.003166322691238843,0.0,0.0,0.0,0.00318218247846277,0.011093616148503259,-0.007911433670040506,0.0321617108332812,0.0433516984458663,0.03656812293935145,37.84164304623442,25.783675762386874,9.517089657516436,63.13436563884187,0.13834463960035673,0.037377520673994344,0.0037070839702142847,0.595248050356935,0.1765821626045456,0.059142686616557964,0.0006989406979618106,0.003344459128509896,0.9959566001735283,0.19657462893385888,0.3739632209766021,0.42946215008953903,24.514305455555554,25.257117969139195,3.0
2022-04-05,25.0049992,25.23,23.875,23.905,3027102,24.514305455555554,0.4296911690269721,1,95,0.025634187228208552,-0.6365278777777803,-0.4056945444444473,47.920309229355055,42.977755529532146,30.87197117196828,0.9543458333333334,4.0,-0.222520933956316,-0.9749279121818233,-0.9619916052135677,-0.2730790206123921,-0.995720159386881,-0.0924195011378244,0.6905740195722293,0.7232617254437388,0.031433,0.034163,0.03465,-0.000372,0.031805,25.475194407777778,25.583638871111113,24.891944433333332,25.222261450294432,25.512734837205972,0.2783726361866532,0.32178448988898134,0.30982826575623973,0.3097333494532225,0.3079629854588047,-0.02563418722820865,25.150833333333335,25.381666666666668,-0.034770285340765206,25.918472194444444,-0.055699083336511634,26.41069438888889,-0.07451217531870613,26.711944472222225,-0.08585398058663518,26.01777775,-0.05952322068498539,25.73486113888889,-0.04858969398768265,24.244999916666664,0.01104643617459855,25.99242646102941,2.977240767947411,-0.49647345316866603,23.504208318333333,31.474013880555553,-0.1524957989171468,0.037504392174865404,0.06410334294278802,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,40.79040723391749,-0.6790169785213997,-0.9692015718143809,0.2901845932929812,23.088854342249206,24.89194443333333,26.69503452441745,1.3597629101446873,-0.2645308985519862,0.012946781548965947,0.0,0.0,0.0,-0.05196238653813433,-0.006974255738935909,-0.04498813079919847,0.031223007773660556,0.04250498853675794,0.03511114175185079,35.30171726953837,22.151715158847892,14.046730243012178,61.95877299490495,0.09936001214940783,0.03946998117166356,0.0037913131316653368,0.2743099308524313,0.16321643535803684,-0.043407960650465434,0.0008025340765920386,0.003967120151900128,0.9952303457715077,0.24781190057784902,0.36895527760510083,0.3832328218170502,23.405416611111107,24.639884183129837,1.0
